id,journal_id,name,pmid,pmc,publisher_id,doi,subject,published_date,received_date,accepted_date,license_type,copyright_statement,keywords,repositories
2599,145,"The Dmipy Toolbox: Diffusion MRI Multi-Compartment Modeling and Microstructure Recovery Made Easy",31680924,6803556,,10.3389/fninf.2019.00064,Neuroscience,2019-10-15,2019-06-21,2019-09-04,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Fick, Wassermann and Deriche.","diffusion MRI;multi-compartment modeling;microstructure estimation;reproducible research;neuroimaging;optimization;open-source;PGSE",https://github.com/AthenaEPI/dmipy
2600,381,"Global ecotypes in the ubiquitous marine clade SAR86",31611653,6908720,516,10.1038/s41396-019-0516-7,Article,2019-10-14,2019-05-10,2019-09-07,,"© The Author(s), under exclusive licence to International Society for Microbial Ecology 2019","Biogeography;Microbial ecology;Microbial biooceanography;Ecosystem ecology;Water microbiology",""
2601,109,"In Silico Optimization of Mass Spectrometry Fragmentation Strategies in Metabolomics",31600991,6836109,metabolites-09-00219,10.3390/metabo9100219,Article,2019-10-09,2019-08-28,2019-10-02,open-access,"© 2019 by the authors.","liquid chromatography–mass spectrometry (LC/MS);fragmentation (MS/MS);data-dependent acquisition (DDA);simulator;in silico",https://github.com/sdrogers/vimms;https://github.com/cbroeckl/DsDA
2602,260,"Proteome turnover in the bloodstream and procyclic forms of
",31681858,6816455,,10.12688/wellcomeopenres.15421.1,"Research Article",2019-10-09,"",2019-09-27,http://creativecommons.org/licenses/by/4.0/,"Copyright: © 2019 Tinti M et al.",Turnover;Proteomics;Trypanosoma;Bloodstream;Procyclic,https://github.com/mtinti/wor_turnover;https://github.com/mtinti/wor_turnover_web
2603,148,"Inferring putative transmission clusters with Phydelity",31616568,6785678,vez039,10.1093/ve/vez039,Resources,"","","",http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","phylogenetic clustering;molecular epidemiology;transmission",https://github.com/alvinxhan/Phydelity;https://github.com/lauringlab/Host_level_IAV_evolution
2604,357,"DLITE Uses Cell-Cell Interface Movement to Better Infer Cell-Cell Tensions",31648791,6838938,,10.1016/j.bpj.2019.09.034,Articles,2019-10-07,2019-05-01,2019-09-23,http://creativecommons.org/licenses/by-nc-nd/4.0/,"© 2019 Biophysical Society.","",https://github.com/AllenCellModeling/DLITE
2605,163,"2018 YPIC Challenge: A case study in characterizing an unknown protein sample",31556620,6824964,,10.1021/acs.jproteome.9b00384,Article,2019-10-01,"","",,,"mass spectrometry;proteomics;spectral clustering;de novo;spectral networking",""
2606,114,"A Suite of Tutorials for the WESTPA Rare-Events Sampling Software [Article v1.0]",32395705,7213600,,10.33011/livecoms.1.2.10607,Article,2020-04-14,"","",,,"",""
2607,18,"The genome-wide multi-layered architecture of chromosome pairing in early ",31582744,6776651,12211,10.1038/s41467-019-12211-8,Article,2019-10-03,2019-01-25,2019-08-27,OpenAccess,"© The Author(s) 2019","Computational biology and bioinformatics;Developmental biology;Genetics;Epigenetics",https://github.com/lh3/seqtk;https://github.com/mirnylab/pairtools;https://github.com/mirnylab/cooler;https://github.com/ENCODE-DCC/chip-seq-pipeline;https://github.com/ENCODE-DCC/long-rna-seq-pipeline
2608,18,"Highly structured homolog pairing reflects functional organization of the ",31582763,6776532,12208,10.1038/s41467-019-12208-3,Article,2019-10-03,2018-12-07,2019-08-27,OpenAccess,"© The Author(s) 2019","Computational biology and bioinformatics;Epigenetics;Functional genomics;Molecular biology",https://github.com/lh3/seqtk;https://github.com/mirnylab/pairtools;https://github.com/mirnylab/cooltools;https://github.com/ENCODE-DCC/chip-seq-pipeline;https://github.com/ENCODE-DCC/long-rna-seq-pipeline
2609,18,"A mechanism for the activation of the mechanosensitive Piezo1 channel by the small molecule Yoda1",31582801,6776524,12501,10.1038/s41467-019-12501-1,Article,2019-10-03,2019-02-07,2019-08-09,OpenAccess,"© The Author(s) 2019","Computational biophysics;Ion channels;Receptor pharmacology",https://github.com/LynaLuo-Lab/Piezo1-all-atom-model
2610,50,"Leverage points in the financial sector for seafood sustainability",31616789,6774725,aax3324,10.1126/sciadv.aax3324,"Research Article","",2019-03-22,2019-09-08,p-2,"Copyright © 2019 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. Distributed under a Creative Commons Attribution NonCommercial License 4.0 (CC BY-NC).","",https://github.com/JBjouffray/SeafoodFinance
2611,639,"Comparative RNA-seq analysis aids in diagnosis of a rare pediatric tumor",31645344,6824255,,10.1101/mcs.a004317,"Research Report","",2019-05-10,2019-08-15,http://creativecommons.org/licenses/by-nc/4.0/,"
          ","neoplasm of the nervous system",https://github.com/rcurrie/pancan-gtex
2612,12,"Time series of heat demand and heat pump efficiency for energy system modeling",31575870,6773861,199,10.1038/s41597-019-0199-y,"Data Descriptor",2019-10-01,2019-04-23,2019-08-20,OpenAccess,"© The Author(s) 2019","Energy economics;Energy and behaviour;Energy supply and demand",https://github.com/oruhnau/when2heat
2613,209,"Estimating influenza incidence using search query deceptiveness and generalized ridge regression",31574086,6771994,PCOMPBIOL-D-18-00834,10.1371/journal.pcbi.1007165,"Research Article","",2018-05-23,2019-05-31,http://creativecommons.org/licenses/by/4.0/,"© 2019 Priedhorsky et al","",https://github.com/reidpr/quac
2614,227,"Multiscale Modelling Tool: Mathematical modelling of collective behaviour without the maths",31568526,6768458,PONE-D-19-18541,10.1371/journal.pone.0222906,"Research Article","",2019-07-01,2019-09-10,http://creativecommons.org/licenses/by/4.0/,"© 2019 Marshall et al","",https://github.com/DiODeProject/MuMoT
2615,145,"odMLtables: A User-Friendly Approach for Managing Metadata of Neurophysiological Experiments",31611781,6776611,,10.3389/fninf.2019.00062,Neuroscience,2019-09-27,2019-03-28,2019-09-02,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Sprenger, Zehl, Pick, Sonntag, Grewe, Wachtler, Grün and Denker.","metadata management;open metadata Markup Language (odML);reproducibility and tools;graphical user interface (GUI);laboratory routines and automation;electrophysiology",https://github.com/INM-6/python-odmltables;https://github.com/G-Node/python-odml;https://github.com/G-Node/odml-ui;https://github.com/G-Node/nix;https://github.com/relacs/relacs;https://github.com/NeuralEnsemble/python-neo;https://github.com/G-Node/nix-odML-converter
2616,50,"Building and exploring libraries of atomic defects in graphene: Scanning transmission electron and scanning tunneling microscopy study",31598551,6764837,aaw8989,10.1126/sciadv.aaw8989,"Research Article","",2019-02-04,2019-09-04,p-2,"Copyright © 2019 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. Distributed under a Creative Commons Attribution NonCommercial License 4.0 (CC BY-NC).","",https://github.com/pycroscopy/AICrystallographer
2617,634,"Magician’s Corner: 2. Optimizing a Simple Image Classifier",33937802,8017425,,10.1148/ryai.2019190113,Editorial,2019-09-25,2019-07-01,2019-08-14,,"2019 by the Radiological Society of North America, Inc.","",""
2618,572,"Medical device surveillance with electronic health records",31583282,6761113,168,10.1038/s41746-019-0168-z,Article,2019-09-25,2019-04-01,2019-08-15,OpenAccess,"© The Author(s) 2019","Epidemiology;Health care",https://github.com/som-shahlab/ehr-rwe
2619,5,"Large, three-generation human families reveal post-zygotic mosaicism and variability in germline mutation accumulation",31549960,6759356,46922,10.7554/eLife.46922,"Research Article",2019-09-24,2019-03-16,2019-08-13,http://creativecommons.org/licenses/by/4.0/,"© 2019, Sasani et al","de novo mutation;germline mutation;post-zygotic mutation;mosaicism;Human",https://github.com/pysam-developers/pysam;https://github.com/quinlan-lab/ceph-dnm-manuscript;https://github.com/elifesciences-publications/ceph-dnm-manuscript;https://github.com/quinlan-lab/ceph-dnm-manuscript.8569be3
2620,109,"The metaRbolomics Toolbox in Bioconductor and beyond",31548506,6835268,metabolites-09-00200,10.3390/metabo9100200,Review,2019-09-23,2019-08-11,2019-09-17,open-access,"© 2019 by the authors.","metabolomics;lipidomics;mass Spectrometry;NMR spectroscopy;R;CRAN;bioconductor;signal processing;statistical data analysis;feature selection;compound identification;metabolite networks;data integration",https://github.com/RASpicer/MetabolomicsTools;https://github.com/biswapriyamisra/metabolomics;https://github.com/andrie/cran-network-structure;https://github.com/sneumann/metaRbolomics;https://github.com/zhuchcn/Metabase;https://github.com/michaelwitting/ms2dbworkflow;https://github.com/rdkit/rdkit;https://github.com/bridgedb/BridgeDbR;https://github.com/Bioconductor/bioconductor.org
2621,5,"An arbitrary-spectrum spatial visual stimulator for vision research",31545172,6783264,48779,10.7554/eLife.48779,"Tools and Resources",2019-09-23,2019-05-24,2019-09-20,http://creativecommons.org/licenses/by/4.0/,"© 2019, Franke et al","color vision;visual system;retina;dichromatic vision;tetrachromatic vision;two-photon calcium imaging;Mouse;Zebrafish","https://github.com/eulerlab/QDSpy;https://github.com/elifesciences-publications/QDSpy;https://github.com/eulerlab/open-visual-stimulator ;https://github.com/elifesciences-publications/open-visual-stimulator;https://github.com/eulerlab/open-visual-stimulator"
2622,49,"Electrical and synaptic integration of glioma into neural circuits",31534222,7038898,,10.1038/s41586-019-1563-y,Article,2019-08-15,"","",,,"",https://github.com/imglib/imglib2algorithm;https://github.com/demotu/BMC
2623,152,"Qualifying antibodies for image-based immune profiling and multiplexed tissue imaging",31534232,6959005,,10.1038/s41596-019-0206-y,Article,2020-01-08,"","",permissions-link,,"",""
2624,355,"A High-Resolution View of Adaptive Event Dynamics in a Plasmid",31539047,6827461,evz197,10.1093/gbe/evz197,"Research Article","","",2019-09-08,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution.","adaptation;experimental evolution;duplex sequencing;plasmids",https://github.com/hanmei5191/Plasmid_heteroplasmy
2625,32,"Open-source QSAR models for pKa prediction using multiple machine learning approaches",33430972,6749653,384,10.1186/s13321-019-0384-1,"Research Article",2019-09-18,2019-05-23,2019-09-03,OpenAccess,"© The Author(s) 2019","pKa prediction;QSAR;DataWarrior;Machine learning;Chemical 2D descriptors;Chemical fingerprints;PaDEL",https://github.com/NIEHS/OPERA;https://github.com/NIEHS/Machine-Learning-Pipeline
2626,640,"Free Amino Acid Content in Human Milk Is Associated with Infant Gender and Weight Gain during the First Four Months of Lactation",31533347,6770539,nutrients-11-02239,10.3390/nu11092239,Article,2019-09-17,2019-07-03,2019-08-29,open-access,"© 2019 by the authors.","human milk;breastfeeding;gender;growth;free amino acids;branched chain amino acids;glutamate;glutamine",https://github.com/notblank/AA-leche-humana
2627,5,"Self-assembling manifolds in single-cell RNA sequencing data",31524596,6795480,48994,10.7554/eLife.48994,"Tools and Resources",2019-09-16,2019-06-03,2019-09-16,http://creativecommons.org/licenses/by/4.0/,"© 2019, Tarashansky et al","single-cell analysis;manifold reconstruction;feature selection;stem cells;schistosome;Other","https://github.com/atarashansky/self-assembling-manifold ;https://github.com/elifesciences-publications/self-assembling-manifold;https://github.com/atarashansky/self-assembling-manifold"
2628,44,"NCBI’s Virus Discovery Hackathon: Engaging Research Communities to Identify Cloud Infrastructure Requirements",31527408,6771016,genes-10-00714,10.3390/genes10090714,Article,2019-09-16,2019-07-26,2019-09-05,open-access,"© 2019 by the authors.","metagenomic;viruses;SRA;STRIDES;hackathon;infrastructure;cloud computing",https://github.com/NCBI-Hackathons/VirusDiscoveryProject;https://github.com/bhmevik/pls
2629,284,"Toward collaborative open data science in metabolomics using Jupyter Notebooks and cloud computing",31522294,6745024,1588,10.1007/s11306-019-1588-0,"Review Article",2019-09-14,2019-05-30,2019-09-07,OpenAccess,"© The Author(s) 2019","Open access;Reproducibility;Data science;Statistics;Cloud computing;Jupyter",https://github.com/cimcb/MetabWorkflowTutorial;https://github.com/cimcb/MetabSimpleQcViz;https://github.com/<yourusername>/JupyterExample
2630,1,"A multiscale mathematical model of cell dynamics during neurogenesis in the mouse cerebral cortex",31521111,6744691,3018,10.1186/s12859-019-3018-8,"Research Article",2019-09-14,2019-03-06,2019-07-31,OpenAccess,"© The Author(s) 2019","Multiscale mathematical modeling;Neurogenesis;Development of the cerebral cortex;Cell dynamics;Neural progenitors;Mouse mutant for ;Numerical simulations;Time varying transfer rates;Cell cycle indexes",https://github.com/letsop/cemone
2631,133,"Learning Drug Functions from Chemical Structures with
Convolutional Neural Networks and Random Forests",31518132,6819987,,10.1021/acs.jcim.9b00236,Article,2019-09-13,2019-03-18,"",,"Copyright © 2019 American Chemical
Society","",https://github.com/jgmeyerucsd/drug-class;https://github.com/mcs07/PubChemPy
2632,18,"B cells sustain inflammation and predict response to immune checkpoint blockade in human melanoma",31519915,6744450,12160,10.1038/s41467-019-12160-2,Article,2019-09-13,2018-12-23,2019-08-22,OpenAccess,"© The Author(s) 2019","Cancer microenvironment;Tumour immunology;Melanoma",https://github.com/wtsi-npg/illumina2bam;https://github.com/samtools/samtools;https://github.com/therneau/survival
2633,209,"Ten simple rules for helping newcomers become contributors to open projects",31513567,6742214,PCOMPBIOL-D-19-00595,10.1371/journal.pcbi.1007296,Education,2019-09-12,"","",http://creativecommons.org/licenses/by/4.0/,"© 2019 Sholler et al","",https://github.com/jupyter/governance
2634,361,"Building containerized workflows using the BioDepot-workflow-builder (Bwb)",31521606,6883158,,10.1016/j.cels.2019.08.007,Article,2019-09-15,"","",,,"reproducibility of research;bioinformatics workflows;software development;RNA sequencing;Docker",""
2635,227,"Baseline human gut microbiota profile in healthy people and standard reporting template",31509535,6738582,PONE-D-18-29457,10.1371/journal.pone.0206484,"Research Article",2019-09-11,2018-10-10,2019-08-05,https://creativecommons.org/publicdomain/zero/1.0/,,"",https://github.com/GW-HIVE/HIVE-lab
2636,371,"Improving the Efficiency of Ligand-Binding Protein Design with Molecular Dynamics",31442033,7532806,,10.1021/acs.jctc.9b00483,Article,2020-09-27,"","",,,"",""
2637,131,"Introducing SPeDE: High-Throughput Dereplication and Accurate Determination of Microbial Diversity from Matrix-Assisted Laser Desorption–Ionization Time of Flight Mass Spectrometry Data",31506264,6739102,mSystems00437-19,10.1128/mSystems.00437-19,"Methods and Protocols",2019-09-10,2019-07-17,2019-08-23,https://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Dumolin et al.","bioinformatics;MALDI-TOF MS;dereplication;microbial ecology",https://github.com/LM-UGent/SPeDE;https://github.com/tseemann/barrnap
